year,text,href,google_file_id,source_url,export_url,local_path,file_size_bytes,download_status
2018,F.A.T. 30 METER BLOCK STARTS,https://docs.google.com/spreadsheets/d/1NVOBwSGgb0_JytDB6LsTthmtXiRRZz7QIK404Tiq6mA/edit?usp=sharing,1NVOBwSGgb0_JytDB6LsTthmtXiRRZz7QIK404Tiq6mA,https://docs.google.com/spreadsheets/d/1NVOBwSGgb0_JytDB6LsTthmtXiRRZz7QIK404Tiq6mA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1NVOBwSGgb0_JytDB6LsTthmtXiRRZz7QIK404Tiq6mA/export?format=xlsx,data/downloads/2018_f_a_t_30_meter_block_starts_1NVOBwSGgb0_JytDB6LsTthmtXiRRZz7QIK404Tiq6mA.xlsx,13426,skipped_exists
2018,F.A.T. 30 YARD FLY,https://docs.google.com/spreadsheets/d/13DnOuwgxwCWbL_JxcFOi3kjD22wtye4uY9Sae-mStUI/edit?usp=sharing,13DnOuwgxwCWbL_JxcFOi3kjD22wtye4uY9Sae-mStUI,https://docs.google.com/spreadsheets/d/13DnOuwgxwCWbL_JxcFOi3kjD22wtye4uY9Sae-mStUI/edit?usp=sharing,https://docs.google.com/spreadsheets/d/13DnOuwgxwCWbL_JxcFOi3kjD22wtye4uY9Sae-mStUI/export?format=xlsx,data/downloads/2018_f_a_t_30_yard_fly_13DnOuwgxwCWbL_JxcFOi3kjD22wtye4uY9Sae-mStUI.xlsx,9714,skipped_exists
2018,F.A.T. 40 YARD FLY,https://docs.google.com/spreadsheets/d/1HQUeNgde-2wsg68IbKlHN2mD0CxodKiO_IyvYZ6zV2A/edit?usp=sharing,1HQUeNgde-2wsg68IbKlHN2mD0CxodKiO_IyvYZ6zV2A,https://docs.google.com/spreadsheets/d/1HQUeNgde-2wsg68IbKlHN2mD0CxodKiO_IyvYZ6zV2A/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1HQUeNgde-2wsg68IbKlHN2mD0CxodKiO_IyvYZ6zV2A/export?format=xlsx,data/downloads/2018_f_a_t_40_yard_fly_1HQUeNgde-2wsg68IbKlHN2mD0CxodKiO_IyvYZ6zV2A.xlsx,11825,skipped_exists
2019,24-SECOND DRILL ON 178M TRACK,https://docs.google.com/spreadsheets/d/1uyzfH27KIBKomixZkVJXfyjHRbNwdgVFfHSQTUxvgIo/edit?usp=sharing,1uyzfH27KIBKomixZkVJXfyjHRbNwdgVFfHSQTUxvgIo,https://docs.google.com/spreadsheets/d/1uyzfH27KIBKomixZkVJXfyjHRbNwdgVFfHSQTUxvgIo/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1uyzfH27KIBKomixZkVJXfyjHRbNwdgVFfHSQTUxvgIo/export?format=xlsx,data/downloads/2019_24_second_drill_on_178m_track_1uyzfH27KIBKomixZkVJXfyjHRbNwdgVFfHSQTUxvgIo.xlsx,12794,skipped_exists
2019,3x 200 4x4 PREDICTOR,https://docs.google.com/spreadsheets/d/1d1a1JE4HDDM4iba0XNEBc02-fyUxInxu0UFVP8-bhVY/edit?usp=sharing,1d1a1JE4HDDM4iba0XNEBc02-fyUxInxu0UFVP8-bhVY,https://docs.google.com/spreadsheets/d/1d1a1JE4HDDM4iba0XNEBc02-fyUxInxu0UFVP8-bhVY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1d1a1JE4HDDM4iba0XNEBc02-fyUxInxu0UFVP8-bhVY/export?format=xlsx,data/downloads/2019_3x_200_4x4_predictor_1d1a1JE4HDDM4iba0XNEBc02-fyUxInxu0UFVP8-bhVY.xlsx,24709,skipped_exists
2019,SPEED CYCLE (TWO TABS),https://docs.google.com/spreadsheets/d/1zOcH4CYuzsb24RWjogfJGLhPlDHpXy_pBma2ApccQwE/edit?usp=sharing,1zOcH4CYuzsb24RWjogfJGLhPlDHpXy_pBma2ApccQwE,https://docs.google.com/spreadsheets/d/1zOcH4CYuzsb24RWjogfJGLhPlDHpXy_pBma2ApccQwE/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1zOcH4CYuzsb24RWjogfJGLhPlDHpXy_pBma2ApccQwE/export?format=xlsx,data/downloads/2019_speed_cycle_two_tabs_1zOcH4CYuzsb24RWjogfJGLhPlDHpXy_pBma2ApccQwE.xlsx,110891,skipped_exists
2020,24-SECOND DRILL ON 178M TRACK,https://docs.google.com/spreadsheets/d/1oEPKos2La3nJtgE0e762S-B4d5DBh8oXsqGwHZW0IzQ/edit?usp=sharing,1oEPKos2La3nJtgE0e762S-B4d5DBh8oXsqGwHZW0IzQ,https://docs.google.com/spreadsheets/d/1oEPKos2La3nJtgE0e762S-B4d5DBh8oXsqGwHZW0IzQ/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1oEPKos2La3nJtgE0e762S-B4d5DBh8oXsqGwHZW0IzQ/export?format=xlsx,data/downloads/2020_24_second_drill_on_178m_track_1oEPKos2La3nJtgE0e762S-B4d5DBh8oXsqGwHZW0IzQ.xlsx,12858,skipped_exists
2020,3x 140m INDOOR 4X4 PREDICTOR,https://docs.google.com/spreadsheets/d/1gJBCA7IDeE3HCCmevb35flwj0ANzLoAOgv245dTI4Q8/edit?usp=sharing,1gJBCA7IDeE3HCCmevb35flwj0ANzLoAOgv245dTI4Q8,https://docs.google.com/spreadsheets/d/1gJBCA7IDeE3HCCmevb35flwj0ANzLoAOgv245dTI4Q8/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1gJBCA7IDeE3HCCmevb35flwj0ANzLoAOgv245dTI4Q8/export?format=xlsx,data/downloads/2020_3x_140m_indoor_4x4_predictor_1gJBCA7IDeE3HCCmevb35flwj0ANzLoAOgv245dTI4Q8.xlsx,36767,skipped_exists
2020,3x 200 4x4 PREDICTOR,https://docs.google.com/spreadsheets/d/1rPjVOdZz3446wgxv9d5qJZI5XuM1ogi8T9aYm1rbSmE/edit?usp=sharing,1rPjVOdZz3446wgxv9d5qJZI5XuM1ogi8T9aYm1rbSmE,https://docs.google.com/spreadsheets/d/1rPjVOdZz3446wgxv9d5qJZI5XuM1ogi8T9aYm1rbSmE/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1rPjVOdZz3446wgxv9d5qJZI5XuM1ogi8T9aYm1rbSmE/export?format=xlsx,data/downloads/2020_3x_200_4x4_predictor_1rPjVOdZz3446wgxv9d5qJZI5XuM1ogi8T9aYm1rbSmE.xlsx,7198,skipped_exists
2020,INTRASQUAD TIME TRIALS MARCH 14,https://docs.google.com/spreadsheets/d/1azkXD5yOpOVNmJw-DOTp2Sqwr2l-5-c65t8dMuq8zJI/edit?usp=sharing,1azkXD5yOpOVNmJw-DOTp2Sqwr2l-5-c65t8dMuq8zJI,https://docs.google.com/spreadsheets/d/1azkXD5yOpOVNmJw-DOTp2Sqwr2l-5-c65t8dMuq8zJI/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1azkXD5yOpOVNmJw-DOTp2Sqwr2l-5-c65t8dMuq8zJI/export?format=xlsx,data/downloads/2020_intrasquad_time_trials_march_14_1azkXD5yOpOVNmJw-DOTp2Sqwr2l-5-c65t8dMuq8zJI.xlsx,14408,skipped_exists
2020,SPEED CYCLE (SEVERAL TABS),https://docs.google.com/spreadsheets/d/1zGtHUswsuqd8QRn2akdVRGMZH7evB2GaxlUqDjW2fgs/edit?usp=sharing,1zGtHUswsuqd8QRn2akdVRGMZH7evB2GaxlUqDjW2fgs,https://docs.google.com/spreadsheets/d/1zGtHUswsuqd8QRn2akdVRGMZH7evB2GaxlUqDjW2fgs/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1zGtHUswsuqd8QRn2akdVRGMZH7evB2GaxlUqDjW2fgs/export?format=xlsx,data/downloads/2020_speed_cycle_several_tabs_1zGtHUswsuqd8QRn2akdVRGMZH7evB2GaxlUqDjW2fgs.xlsx,167597,skipped_exists
2021,10x40=400 DRILL,https://docs.google.com/spreadsheets/d/15hyuCEbZE_GryAahzLfUZLcip1Gwpf3JjgS0b0vJrSQ/edit?usp=sharing,15hyuCEbZE_GryAahzLfUZLcip1Gwpf3JjgS0b0vJrSQ,https://docs.google.com/spreadsheets/d/15hyuCEbZE_GryAahzLfUZLcip1Gwpf3JjgS0b0vJrSQ/edit?usp=sharing,https://docs.google.com/spreadsheets/d/15hyuCEbZE_GryAahzLfUZLcip1Gwpf3JjgS0b0vJrSQ/export?format=xlsx,data/downloads/2021_10x40_400_drill_15hyuCEbZE_GryAahzLfUZLcip1Gwpf3JjgS0b0vJrSQ.xlsx,3033088,skipped_exists
2021,24-SECOND DRILL,https://docs.google.com/spreadsheets/d/11tLN4s8a3QHz8BaNqkxuU2rDjZm6uRCFvOlu5RV02xA/edit?usp=sharing,11tLN4s8a3QHz8BaNqkxuU2rDjZm6uRCFvOlu5RV02xA,https://docs.google.com/spreadsheets/d/11tLN4s8a3QHz8BaNqkxuU2rDjZm6uRCFvOlu5RV02xA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/11tLN4s8a3QHz8BaNqkxuU2rDjZm6uRCFvOlu5RV02xA/export?format=xlsx,data/downloads/2021_24_second_drill_11tLN4s8a3QHz8BaNqkxuU2rDjZm6uRCFvOlu5RV02xA.xlsx,12698,skipped_exists
2021,SPEED CYCLE (SEVERAL TABS),https://docs.google.com/spreadsheets/d/1ElBdxFmDOiZqYoyJxOXOh_GTYSjITXkJ9jfQdO05lMY/edit?usp=sharing,1ElBdxFmDOiZqYoyJxOXOh_GTYSjITXkJ9jfQdO05lMY,https://docs.google.com/spreadsheets/d/1ElBdxFmDOiZqYoyJxOXOh_GTYSjITXkJ9jfQdO05lMY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1ElBdxFmDOiZqYoyJxOXOh_GTYSjITXkJ9jfQdO05lMY/export?format=xlsx,data/downloads/2021_speed_cycle_several_tabs_1ElBdxFmDOiZqYoyJxOXOh_GTYSjITXkJ9jfQdO05lMY.xlsx,235614,skipped_exists
2022,10x40=400 DRILL,https://docs.google.com/spreadsheets/d/1ETFehrxOdIEjQMxY1v52434-ENS25Rzs_QPg7ICV_Ow/edit?usp=sharing,1ETFehrxOdIEjQMxY1v52434-ENS25Rzs_QPg7ICV_Ow,https://docs.google.com/spreadsheets/d/1ETFehrxOdIEjQMxY1v52434-ENS25Rzs_QPg7ICV_Ow/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1ETFehrxOdIEjQMxY1v52434-ENS25Rzs_QPg7ICV_Ow/export?format=xlsx,data/downloads/2022_10x40_400_drill_1ETFehrxOdIEjQMxY1v52434-ENS25Rzs_QPg7ICV_Ow.xlsx,40073,skipped_exists
2022,24-SECOND DRILL,https://docs.google.com/spreadsheets/d/1Ol_tm9OKjd1LS6qq3SrQZ0n9SjRM-34StuyIxL8C9M4/edit?usp=sharing,1Ol_tm9OKjd1LS6qq3SrQZ0n9SjRM-34StuyIxL8C9M4,https://docs.google.com/spreadsheets/d/1Ol_tm9OKjd1LS6qq3SrQZ0n9SjRM-34StuyIxL8C9M4/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1Ol_tm9OKjd1LS6qq3SrQZ0n9SjRM-34StuyIxL8C9M4/export?format=xlsx,data/downloads/2022_24_second_drill_1Ol_tm9OKjd1LS6qq3SrQZ0n9SjRM-34StuyIxL8C9M4.xlsx,16594,skipped_exists
2022,SPEED CYCLE (SEVERAL TABS),https://docs.google.com/spreadsheets/d/1zYxjsY0-pa2jE5UlYYJ0IanqYojHuSAa6UVylPM4x8g/edit?usp=sharing,1zYxjsY0-pa2jE5UlYYJ0IanqYojHuSAa6UVylPM4x8g,https://docs.google.com/spreadsheets/d/1zYxjsY0-pa2jE5UlYYJ0IanqYojHuSAa6UVylPM4x8g/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1zYxjsY0-pa2jE5UlYYJ0IanqYojHuSAa6UVylPM4x8g/export?format=xlsx,data/downloads/2022_speed_cycle_several_tabs_1zYxjsY0-pa2jE5UlYYJ0IanqYojHuSAa6UVylPM4x8g.xlsx,433763,skipped_exists
2023,SPEED CYCLE (SEVERAL TABS),https://docs.google.com/spreadsheets/d/1LmKCHPonGZhyQl9hFZ5h2dD7xlvRT3IklsOCqXom1DM/edit?usp=drive_link,1LmKCHPonGZhyQl9hFZ5h2dD7xlvRT3IklsOCqXom1DM,https://docs.google.com/spreadsheets/d/1LmKCHPonGZhyQl9hFZ5h2dD7xlvRT3IklsOCqXom1DM/edit?usp=drive_link,https://docs.google.com/spreadsheets/d/1LmKCHPonGZhyQl9hFZ5h2dD7xlvRT3IklsOCqXom1DM/export?format=xlsx,data/downloads/2023_speed_cycle_several_tabs_1LmKCHPonGZhyQl9hFZ5h2dD7xlvRT3IklsOCqXom1DM.xlsx,463436,skipped_exists
2024,24-Second Drill,https://docs.google.com/spreadsheets/d/18THly4mKqLBJcVajaXSFiboGWk7joHBUq6LfmdyCPEE/edit?usp=sharing,18THly4mKqLBJcVajaXSFiboGWk7joHBUq6LfmdyCPEE,https://docs.google.com/spreadsheets/d/18THly4mKqLBJcVajaXSFiboGWk7joHBUq6LfmdyCPEE/edit?usp=sharing,https://docs.google.com/spreadsheets/d/18THly4mKqLBJcVajaXSFiboGWk7joHBUq6LfmdyCPEE/export?format=xlsx,data/downloads/2024_24_second_drill_18THly4mKqLBJcVajaXSFiboGWk7joHBUq6LfmdyCPEE.xlsx,18361,skipped_exists
2024,4x4 Predictors,https://docs.google.com/spreadsheets/d/1XD6htvnTtlThKL-wF8Z-nkYSuYG4tYl_Kzu7LIB_gk4/edit?usp=sharing,1XD6htvnTtlThKL-wF8Z-nkYSuYG4tYl_Kzu7LIB_gk4,https://docs.google.com/spreadsheets/d/1XD6htvnTtlThKL-wF8Z-nkYSuYG4tYl_Kzu7LIB_gk4/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1XD6htvnTtlThKL-wF8Z-nkYSuYG4tYl_Kzu7LIB_gk4/export?format=xlsx,data/downloads/2024_4x4_predictors_1XD6htvnTtlThKL-wF8Z-nkYSuYG4tYl_Kzu7LIB_gk4.xlsx,68084,skipped_exists
2024,SPEED CYCLE (SEVERAL TABS),https://docs.google.com/spreadsheets/d/1mwqeGIIh0WmG6equOpnZeKeJs4EsVTYGh7szV0XU-AQ/edit?usp=sharing,1mwqeGIIh0WmG6equOpnZeKeJs4EsVTYGh7szV0XU-AQ,https://docs.google.com/spreadsheets/d/1mwqeGIIh0WmG6equOpnZeKeJs4EsVTYGh7szV0XU-AQ/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1mwqeGIIh0WmG6equOpnZeKeJs4EsVTYGh7szV0XU-AQ/export?format=xlsx,data/downloads/2024_speed_cycle_several_tabs_1mwqeGIIh0WmG6equOpnZeKeJs4EsVTYGh7szV0XU-AQ.xlsx,545142,skipped_exists
2025,24 second drill 2025,https://docs.google.com/spreadsheets/d/1iizFiE2vwpl8trbugpMQjsicwKgAyl7jWKTw2AxKwjM/edit?gid=0&usp=fatal-error-notifier-usp,1iizFiE2vwpl8trbugpMQjsicwKgAyl7jWKTw2AxKwjM,https://docs.google.com/spreadsheets/d/1iizFiE2vwpl8trbugpMQjsicwKgAyl7jWKTw2AxKwjM/edit?gid=0&usp=fatal-error-notifier-usp,https://docs.google.com/spreadsheets/d/1iizFiE2vwpl8trbugpMQjsicwKgAyl7jWKTw2AxKwjM/export?format=xlsx,data/downloads/2025_24_second_drill_2025_1iizFiE2vwpl8trbugpMQjsicwKgAyl7jWKTw2AxKwjM.xlsx,17966,skipped_exists
2025,4x4 predictors 2025,https://docs.google.com/spreadsheets/d/1j8glaGbvDcrNCMiopZdu4SfZoIniBykiFV7jTrLXMpk/edit?gid=60687456#gid=60687456,1j8glaGbvDcrNCMiopZdu4SfZoIniBykiFV7jTrLXMpk,https://docs.google.com/spreadsheets/d/1j8glaGbvDcrNCMiopZdu4SfZoIniBykiFV7jTrLXMpk/edit?gid=60687456#gid=60687456,https://docs.google.com/spreadsheets/d/1j8glaGbvDcrNCMiopZdu4SfZoIniBykiFV7jTrLXMpk/export?format=xlsx,data/downloads/2025_4x4_predictors_2025_1j8glaGbvDcrNCMiopZdu4SfZoIniBykiFV7jTrLXMpk.xlsx,36681,skipped_exists
2025,Speed Cycle 2024-2025,https://docs.google.com/spreadsheets/d/1fhLXdvS3PaYeGv3Mscdvhd4OYNZdL1iOxQVbj4UDVrM/edit?gid=0#gid=0,1fhLXdvS3PaYeGv3Mscdvhd4OYNZdL1iOxQVbj4UDVrM,https://docs.google.com/spreadsheets/d/1fhLXdvS3PaYeGv3Mscdvhd4OYNZdL1iOxQVbj4UDVrM/edit?gid=0#gid=0,https://docs.google.com/spreadsheets/d/1fhLXdvS3PaYeGv3Mscdvhd4OYNZdL1iOxQVbj4UDVrM/export?format=xlsx,data/downloads/2025_speed_cycle_2024_2025_1fhLXdvS3PaYeGv3Mscdvhd4OYNZdL1iOxQVbj4UDVrM.xlsx,531992,skipped_exists
